"camis","dba","boro","building","street","zipcode","phone","cuisine_description","inspection_date","action","violation_code","violation_description","critical_flag","score","grade","grade_date","record_date","inspection_type","latitude","longitude","community_board","council_district","census_tract","bin","bbl","nta"
"50000187","GRANDMA PIZZA","Manhattan","2551","AMSTERDAM AVENUE","10033","2129274895","Pizza","2017-06-07T00:00:00.000","Violations were cited in the following area(s).","02H","Food not cooled by an approved method whereby the internal product temperature is reduced from 140º F to 70º F or less within 2  hours, and from 70º F to 41º F or less within 4 additional hours.","Critical","34",,,"2022-03-21T06:00:38.000","Cycle Inspection / Initial Inspection","40.851562642185","-73.92836008588","112","10","026700","1085400","1021490093","MN35"
"50003549","EL SABROSO RESTAURANT","Manhattan","265","WEST   37 STREET","10018","2122841118","Latin American","2019-12-03T00:00:00.000","Violations were cited in the following area(s).","04L","Evidence of mice or live mice present in facility's food and/or non-food areas.","Critical","18",,,"2022-03-21T06:00:38.000","Cycle Inspection / Initial Inspection","40.753621849183","-73.990958519981","105","03","010900","1014453","1007870001","MN17"
"50057001","BED-STUY FISHFRY","Brooklyn","827","NOSTRAND AVENUE","11225","3474420050","Soul Food","2021-08-05T00:00:00.000","Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.","06D","Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.","Critical","82",,,"2022-03-21T06:00:38.000","Cycle Inspection / Initial Inspection","40.668389233062","-73.95062943466","309","35","031900","3033233","3012760005","BK63"
"50052170","I SUSHI","Queens","1635","WOODBINE STREET","11385","6469610239","Japanese","2018-05-05T00:00:00.000","Violations were cited in the following area(s).","06B","Tobacco use, eating, or drinking from open container in food preparation, food storage or dishwashing area observed.","Critical","12","A","2018-05-05T00:00:00.000","2022-03-21T06:00:38.000","Cycle Inspection / Re-inspection","40.700011312129","-73.909387686388","405","34","054900","4082327","4034450001","QN20"
"41353612","SOHO SUSHI","Manhattan","231","SULLIVAN STREET","10012","2127772188","Japanese","2020-02-26T00:00:00.000","Violations were cited in the following area(s).","06D","Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.","Critical","11","A","2020-02-26T00:00:00.000","2022-03-21T06:00:38.000","Cycle Inspection / Initial Inspection","40.729627488582","-73.999711354511","102","01","006500","1008669","1005390012","MN23"
"41403280","STARBUCKS","Queens","254-41","HORACE HARDING EXPRESSWAY","11362","7184282489","Coffee/Tea","2019-02-27T00:00:00.000","Violations were cited in the following area(s).","10E","Accurate thermometer not provided in refrigerated or hot holding equipment.","Not Critical","7","A","2019-02-27T00:00:00.000","2022-03-21T06:00:38.000","Cycle Inspection / Initial Inspection","40.763872379501","-73.726713344799","411","19","150702","4171502","4082560002","QN45"
"50015416","NEW CHINA WOK","Brooklyn","57","4 AVENUE","11217","7186381898","Chinese","2019-05-30T00:00:00.000","Violations were cited in the following area(s).","02B","Hot food item not held at or above 140º F.","Critical","34",,,"2022-03-21T06:00:38.000","Cycle Inspection / Initial Inspection","40.682574810486","-73.979542319271","306","39","012901","3018474","3009300077","BK37"
"50003719","NEW WIN HING INC","Staten Island","1180","BAY STREET","10305","7189815335","Chinese","2019-03-07T00:00:00.000","Violations were cited in the following area(s).","06F","Wiping cloths soiled or not stored in sanitizing solution.","Critical","29",,,"2022-03-21T06:00:38.000","Cycle Inspection / Initial Inspection","40.614434678292","-74.066406731858","501","49","000800","5122853","5028500029","SI37"
"50108708","WOK BAR SPICY HOT POT","Queens","4626","KISSENA BLVD","11355","9175631080","Chinese","2021-12-17T00:00:00.000","Violations were cited in the following area(s).","20D","“Choking first aid” poster not posted. “Alcohol and pregnancy” warning sign not posted. Resuscitation equipment: exhaled air resuscitation masks (adult & pediatric), latex gloves, sign not posted.","Not Critical",,,,"2022-03-21T06:00:38.000","Administrative Miscellaneous / Initial Inspection","40.75003950242","-73.818519551091","407","20","084500","4314742","4051490138","QN22"
"50108708","WOK BAR SPICY HOT POT","Queens","4626","KISSENA BLVD","11355","9175631080","Chinese","2021-12-17T00:00:00.000","Violations were cited in the following area(s).","20D","“Choking first aid” poster not posted. “Alcohol and pregnancy” warning sign not posted. Resuscitation equipment: exhaled air resuscitation masks (adult & pediatric), latex gloves, sign not posted.","Not Critical",,,,"2022-03-21T06:00:38.000","Administrative Miscellaneous / Initial Inspection","40.75003950242","-73.818519551091","407","20","084500","4314742","4051490138","QN22"
"50118501","SUSPIRO BAKERY","Manhattan","701","WEST  180 STREET","10033","6462500358","Bakery Products/Desserts","2022-03-09T00:00:00.000","Violations were cited in the following area(s).","10B","Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.","Not Critical","68","Z","2022-03-09T00:00:00.000","2022-03-21T06:00:38.000","Pre-permit (Operational) / Re-inspection","40.849613306689","-73.936733614363","112","10","026500","1064282","1021760138","MN36"
"41083366","TRINI ROTI HOUSE AND BAKERY","Brooklyn","1065","RUTLAND ROAD","11212","7187715041","Caribbean","2018-11-23T00:00:00.000","Violations were cited in the following area(s).","20F","Current letter grade sign not posted.","Not Critical",,,,"2022-03-21T06:00:38.000","Administrative Miscellaneous / Initial Inspection","40.663777616713","-73.924687713652","317","41","088400","3099505","3045980044","BK96"
"50011200","4TH DOWN","Brooklyn","750","GRAND STREET","11211","9177446522","American","2018-11-23T00:00:00.000","Violations were cited in the following area(s).","06D","Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.","Critical","22",,,"2022-03-21T06:00:38.000","Cycle Inspection / Initial Inspection","40.711709225138","-73.943040359467","301","34","049500","3069610","3027890011","BK90"
"50087878","WILD INK","Manhattan","500","WEST   33 STREET","10001","6469747305","Asian/Asian Fusion","2019-04-30T00:00:00.000","Violations were cited in the following area(s).","02G","Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.","Critical","24",,,"2022-03-21T06:00:38.000","Pre-permit (Operational) / Initial Inspection","40.753984513583","-73.99983035853","104","03","009900","1088961","1007027501","MN13"
"41292268","T BAAR","Brooklyn","4823","8 AVENUE","11220","3473503522","Juice, Smoothies, Fruit Salads","2019-11-27T00:00:00.000","Violations were cited in the following area(s).","02G","Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.","Critical","26","B","2019-11-27T00:00:00.000","2022-03-21T06:00:38.000","Cycle Inspection / Re-inspection","40.642049953304","-74.002713296025","312","38","010800","3012805","3007780001","BK34"
"40395826","JAVA RESTAURANT","Brooklyn","455","7 AVENUE","11215","7188324583","Indonesian","2018-08-31T00:00:00.000","Violations were cited in the following area(s).","02G","Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.","Critical","10","A","2018-08-31T00:00:00.000","2022-03-21T06:00:38.000","Cycle Inspection / Initial Inspection","40.662761113564","-73.985009142814","307","39","014900","3026631","3011040001","BK37"
"41612260","TROPICAL RESTAURANT","Queens","8818","JAMAICA AVENUE","11421","7188468816","Mediterranean","2021-08-25T00:00:00.000","Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.","08A","Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.","Not Critical","131",,,"2022-03-21T06:00:38.000","Cycle Inspection / Initial Inspection","40.692677678639","-73.856107267191","409","32","001600","4184066","4089270006","QN53"
"41549943","BON BON JUICE BAR & GRILL","Manhattan","334","AUDUBON AVENUE","10033","2129230207","Juice, Smoothies, Fruit Salads","2019-04-02T00:00:00.000","Violations were cited in the following area(s).","06A","Personal cleanliness inadequate. Outer garment soiled with possible contaminant. Effective hair restraint not worn in an area where food is prepared.","Critical","45",,,"2022-03-21T06:00:38.000","Cycle Inspection / Initial Inspection","40.849133050825","-73.932053195828","112","10","026900","1063647","1021540019","MN35"
"50063690","HAPPY GARDEN","Bronx","1236-1238","SPOFFORD AVE","10474","7186171818","Chinese","2022-03-16T00:00:00.000","Violations were cited in the following area(s).","04K","Evidence of rats or live rats present in facility's food and/or non-food areas.","Critical","40",,,"2022-03-21T06:00:38.000","Cycle Inspection / Initial Inspection","40.814030470854","-73.889517539867","202","17","009300","2006612","2027650140","BX27"
"50047638","TAYLOR ST BARISTAS","Manhattan","285","MADISON AVENUE","10017","7186620870","Coffee/Tea","2019-04-17T00:00:00.000","Violations were cited in the following area(s).","10F","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.","Not Critical","22",,,"2022-03-21T06:00:38.000","Cycle Inspection / Initial Inspection","40.751748542367","-73.980037119915","105","04","008200","1035318","1012750023","MN20"
"40399472","OLIVE GARDEN","Manhattan","2","TIMES SQUARE","10036","2123333254","Italian","2019-03-22T00:00:00.000","Violations were cited in the following area(s).","06E","Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.","Critical","29",,,"2022-03-21T06:00:38.000","Cycle Inspection / Initial Inspection","40.759302858192","-73.984857382733","105","04","012500","1024757","1010197501","MN17"
"50061195","CAMILLE'S JAMAICAN RESTAURANT","Brooklyn","711","FLATBUSH AVENUE","11225","7184844275","Caribbean","2018-04-09T00:00:00.000","Violations were cited in the following area(s).","06C","Food not protected from potential source of contamination during storage, preparation, transportation, display or service.","Critical","29",,,"2022-03-21T06:00:38.000","Cycle Inspection / Initial Inspection","40.655797060768","-73.959894017166","309","40","079601","3115791","3050480002","BK60"
"50037651","SABOR TROPICAL","Manhattan","143","SHERMAN AVENUE","10034","2123045144","Latin American","2019-04-11T00:00:00.000","Violations were cited in the following area(s).","22G","Sale or use of certain expanded polystyrene items restricted","Not Critical","11","A","2019-04-11T00:00:00.000","2022-03-21T06:00:38.000","Cycle Inspection / Initial Inspection","40.864533768203","-73.923367628751","112","10","029100","1064764","1022210001","MN01"
"40961447","MESON SEVILLA RESTAURANT","Manhattan","344","WEST   46 STREET","10036","2122625890","Spanish","2019-09-26T00:00:00.000","Violations were cited in the following area(s).","10B","Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.","Not Critical","29",,,"2022-03-21T06:00:38.000","Cycle Inspection / Initial Inspection","40.760335382639","-73.989246589104","104","03","012100","1025022","1010360051","MN15"
